Age,Attrition,BusinessTravel,Department,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,0,2,1,3,4,2,4,2,4,6929,0,11,3,1,10,3,2,8,7,7,7
39,0,2,2,3,2,3,4,3,4,9613,0,17,3,3,19,5,2,18,10,3,7
36,0,1,2,4,1,2,3,2,2,5674,0,15,3,1,11,3,3,9,8,0,8
32,0,2,1,3,1,4,2,2,3,5484,0,14,3,1,13,3,2,13,8,4,8
38,0,2,2,2,1,1,2,3,2,12061,0,17,3,1,19,2,3,10,8,0,1
58,0,1,2,4,1,4,1,2,3,5660,1,13,3,1,12,2,3,5,3,1,2
31,0,2,2,4,4,3,3,1,4,4821,1,12,3,1,6,4,3,5,2,0,3
31,0,2,3,3,5,1,2,2,1,6410,0,12,3,0,9,1,3,2,2,1,0
45,0,3,2,3,1,1,3,3,1,5210,0,18,3,1,24,2,3,24,9,9,11
31,0,2,2,4,1,3,3,1,4,2695,1,18,3,1,3,2,1,2,2,2,2
33,0,3,2,4,1,4,3,3,2,11878,0,11,3,2,12,2,3,10,6,8,8
39,0,2,2,1,2,3,3,4,1,17068,1,14,3,0,21,3,3,21,9,11,10
43,0,3,2,4,1,3,3,1,4,2455,0,19,3,0,9,5,3,8,7,1,7
49,0,2,2,2,4,3,2,4,3,13964,1,12,3,0,25,2,3,7,1,0,7
52,1,2,2,4,2,3,2,2,2,4941,0,15,3,0,11,3,2,8,2,7,7
27,0,2,2,3,1,3,3,1,2,2478,1,12,3,0,4,2,2,4,3,1,2
32,0,2,1,2,4,3,2,2,2,5228,1,11,3,0,13,2,3,13,12,11,9
27,0,2,1,3,1,4,3,2,3,4478,1,11,3,0,5,3,3,5,4,0,4
31,0,2,1,3,3,4,3,2,4,7547,0,12,3,3,13,3,3,7,7,1,7
32,0,2,2,4,2,1,4,2,4,5055,0,16,3,0,10,0,2,7,7,0,7
28,1,2,2,4,2,1,1,1,4,3464,1,13,3,0,5,4,2,3,2,2,2
30,0,2,2,2,2,4,3,2,4,5775,0,13,3,2,11,2,3,10,8,1,9
31,0,3,2,2,1,3,2,3,3,8943,0,24,4,1,10,2,3,10,9,8,9
39,0,3,2,2,2,3,2,5,4,19272,0,15,3,1,21,2,3,21,9,13,3
39,1,2,1,2,2,4,3,2,3,5238,1,18,3,0,12,3,2,1,0,0,0
33,0,3,1,3,3,2,2,2,4,4682,0,14,3,0,9,6,2,7,7,0,1
47,0,2,2,5,1,4,3,5,3,18300,0,11,3,1,21,2,3,3,2,1,1
43,0,3,2,4,1,3,2,2,3,5257,0,11,3,1,9,3,4,9,7,0,0
27,0,1,1,1,3,3,3,2,2,6349,1,13,3,1,6,0,3,5,4,1,4
54,0,3,2,4,1,4,3,2,3,4869,0,12,3,0,20,4,2,4,3,0,3
43,0,2,2,3,1,3,3,3,1,9985,0,16,3,1,10,1,2,1,0,0,0
45,0,2,2,4,6,4,3,2,4,3697,0,14,3,2,12,3,3,10,9,9,8
40,0,2,1,2,2,2,1,2,4,7457,1,22,4,3,6,2,2,4,3,0,2
29,1,2,2,4,6,2,1,1,1,2119,1,11,3,0,7,4,2,7,7,0,7
29,0,2,2,5,6,2,2,1,4,3983,0,17,3,0,4,2,3,3,2,2,2
30,0,2,1,3,3,4,2,2,3,6118,0,13,3,3,10,2,3,10,9,1,2
27,0,2,1,4,3,2,3,2,2,6214,0,18,3,1,8,3,3,8,7,0,7
37,0,2,2,2,2,4,3,2,4,6347,0,16,3,2,8,2,2,6,2,0,4
38,0,2,2,2,1,3,2,3,4,11510,1,14,3,1,12,3,3,11,10,2,9
31,0,2,2,4,2,3,3,3,4,7143,1,14,3,0,11,2,2,11,9,4,10
29,0,2,1,1,3,4,2,2,2,8268,1,14,3,2,7,2,3,7,7,1,7
35,0,2,2,4,4,3,3,3,2,8095,0,13,3,0,17,5,3,16,6,0,13
23,0,2,2,1,1,3,3,1,4,2904,0,12,3,2,4,2,2,4,2,0,2
41,0,2,2,3,2,4,2,2,2,6032,1,15,3,0,8,3,3,5,4,1,2
47,0,3,1,1,2,2,3,2,3,2976,0,19,3,0,5,3,3,0,0,0,0
42,0,2,2,5,1,1,3,4,4,15992,0,14,3,0,16,2,3,1,0,0,0
29,0,1,1,3,1,4,3,2,3,4649,0,14,3,1,4,3,2,4,3,0,2
42,0,2,3,1,4,3,3,1,3,2696,1,11,3,1,4,5,3,3,2,1,0
32,0,2,2,3,2,3,3,1,2,2370,0,13,3,1,8,4,3,8,0,0,7
48,0,2,1,1,2,1,3,3,3,12504,0,21,4,1,15,3,1,0,0,0,0
37,0,2,2,3,2,3,4,2,1,5974,1,13,3,2,13,2,3,7,7,6,7
30,0,1,1,2,4,4,3,2,3,4736,1,12,3,1,4,2,4,2,2,2,2
26,0,2,1,3,1,3,3,2,3,5296,0,17,3,1,8,3,3,8,7,7,7
42,0,2,2,4,6,1,2,2,4,6781,0,23,4,0,14,6,3,1,0,0,0
21,1,3,1,1,4,1,2,1,2,2174,1,11,3,0,3,3,3,3,2,1,2
36,0,1,1,5,2,4,3,2,4,6653,0,15,3,0,7,6,3,1,0,0,0
36,0,3,1,4,2,1,2,3,4,9699,0,11,3,1,16,2,3,13,9,1,12
57,0,2,2,4,2,4,3,2,3,6755,0,11,3,0,15,2,3,3,2,1,2
40,0,2,2,4,1,4,4,1,3,2213,1,13,3,1,10,3,3,7,7,1,7
21,0,1,1,2,2,1,3,1,4,2610,0,24,4,0,3,3,2,3,2,2,2
33,1,2,1,3,3,4,3,1,3,2851,1,13,3,0,1,2,3,1,0,0,0
37,0,2,2,3,2,3,3,1,1,3452,0,20,4,1,17,3,3,5,4,0,3
46,0,1,2,4,2,3,3,2,3,5258,0,14,3,0,7,2,4,1,0,0,0
41,1,3,1,3,3,1,3,2,2,9355,0,18,3,0,8,5,3,8,7,7,7
50,0,2,2,3,4,4,2,3,4,10496,0,15,3,0,20,2,3,4,3,1,3
40,1,2,1,2,3,3,2,2,3,6380,1,12,3,2,8,6,3,6,4,1,0
31,0,2,2,4,1,3,2,1,2,2657,1,16,3,0,3,5,3,2,2,2,2
21,1,2,1,3,1,3,4,1,2,2716,0,15,3,0,1,0,3,1,0,0,0
29,0,2,2,3,1,4,3,1,4,2201,0,16,3,0,6,4,3,3,2,1,2
35,0,2,2,4,1,3,2,2,2,6540,0,19,3,0,10,5,3,1,1,0,0
27,0,2,2,2,2,4,3,1,2,3816,0,11,3,1,5,2,3,5,2,0,4
28,0,2,1,4,1,2,3,2,4,5253,0,16,3,0,7,1,3,7,5,0,7
49,0,2,2,3,6,2,2,3,3,10965,0,24,4,0,26,2,3,5,2,0,0
51,0,2,1,2,1,3,3,2,4,4936,0,11,3,1,18,2,2,7,7,0,7
36,0,2,2,3,1,4,3,1,3,2543,0,13,3,1,6,3,3,2,2,2,2
34,1,1,1,3,3,1,4,2,4,5304,1,13,3,0,9,3,2,5,2,0,4
55,0,2,2,3,1,3,3,4,4,16659,1,13,3,0,30,2,3,5,4,1,2
24,0,2,1,4,3,4,3,2,3,4260,1,12,3,1,5,2,4,5,2,0,3
30,0,2,1,1,4,3,3,1,2,2476,0,18,3,1,1,3,3,1,0,0,0
26,1,3,2,1,4,3,3,1,1,3102,0,22,4,0,7,2,3,6,4,0,4
22,0,2,2,3,2,1,3,1,2,2244,0,13,3,1,2,1,3,2,1,1,2
36,0,2,1,2,2,2,2,3,3,7596,0,13,3,2,10,2,3,10,9,9,0
30,1,3,2,3,4,3,3,1,4,2285,1,23,4,0,3,4,3,1,0,0,0
37,0,2,2,3,1,4,3,1,1,3034,0,12,3,1,18,2,2,18,7,12,17
40,0,2,1,2,3,4,3,2,2,5715,0,12,3,2,8,5,3,5,4,1,3
42,0,2,2,4,1,2,3,1,1,2576,0,16,3,1,8,5,3,5,2,1,2
37,0,2,2,4,1,3,3,2,2,4197,1,12,3,0,18,2,2,1,0,0,1
43,0,2,2,3,1,1,2,4,2,14336,0,11,3,1,25,3,3,25,10,3,9
40,0,2,2,3,2,2,2,2,3,3448,0,22,4,1,20,3,3,1,0,0,0
54,0,2,2,2,2,1,3,5,1,19406,0,11,3,1,24,4,2,4,2,1,2
34,0,1,1,4,3,3,3,2,3,6538,0,15,3,1,6,3,3,3,2,1,2
31,0,2,2,2,2,2,3,2,1,4306,0,12,3,1,13,5,1,13,10,3,12
43,0,3,2,3,2,4,3,1,4,2258,0,20,4,1,8,1,3,3,2,1,2
43,0,2,2,4,6,3,3,2,3,4522,1,14,3,0,8,3,3,5,2,0,2
25,0,2,1,2,1,2,2,2,4,4487,1,11,3,0,5,3,3,5,4,1,3
37,0,1,2,5,2,2,3,2,3,4449,1,15,3,2,15,2,3,13,11,10,7
31,0,2,2,2,1,4,2,1,1,2218,0,12,3,1,4,3,3,4,2,3,2
39,0,3,2,1,1,2,3,5,3,19197,1,14,3,1,21,3,3,21,8,1,6
56,0,3,1,3,1,3,4,4,1,13212,0,11,3,3,36,0,2,7,7,7,7
30,0,2,1,3,4,2,3,2,3,6577,0,11,3,0,6,6,3,5,4,4,4
41,0,2,1,3,3,2,4,3,1,8392,0,16,3,1,10,2,3,10,7,0,7
28,0,2,2,2,2,3,3,2,1,4558,0,12,3,1,10,2,3,10,0,1,8
25,1,2,2,3,2,1,3,1,1,4031,0,13,3,1,6,5,3,2,2,0,2
52,0,2,2,3,2,4,2,3,3,7969,1,14,3,0,28,4,3,5,4,0,4
45,0,2,2,2,1,1,3,1,4,2654,0,21,4,2,8,3,2,2,2,0,2
52,0,2,2,2,1,4,3,4,4,16555,0,13,3,0,31,2,1,5,2,1,4
42,0,3,2,2,1,1,3,2,3,4556,0,11,3,1,19,3,3,5,4,0,2
30,0,2,2,3,1,3,1,2,4,6091,0,20,4,0,11,2,3,5,4,0,2
60,0,2,2,3,1,1,3,5,1,19566,0,11,3,0,33,5,1,29,8,11,10
46,0,2,2,3,2,3,3,2,3,4810,0,14,3,1,19,5,2,10,7,0,8
42,0,3,2,4,4,4,2,2,4,4523,0,11,3,3,7,4,4,6,5,0,4
24,1,2,1,1,4,1,3,1,2,3202,1,16,3,0,6,4,3,5,3,1,4
34,1,3,1,2,3,4,1,1,3,2351,0,16,3,1,3,3,2,2,2,1,0
38,0,3,2,2,1,4,3,1,4,1702,1,23,4,1,1,3,3,1,0,0,0
40,0,2,1,4,1,3,3,5,3,18041,0,14,3,0,21,2,3,20,15,1,12
26,0,2,2,3,1,1,3,1,4,2886,0,22,4,2,3,3,1,3,2,0,2
30,0,1,2,3,1,3,3,1,4,2097,0,15,3,1,9,3,1,5,3,1,4
29,0,2,2,4,2,2,2,3,3,11935,0,18,3,0,10,2,3,10,2,0,7
29,1,2,2,5,4,3,2,1,2,2546,0,16,3,0,6,2,4,2,2,1,1
19,1,2,3,2,4,1,2,1,4,2564,0,12,3,0,1,3,4,1,0,0,0
30,0,1,1,4,6,3,3,3,1,8412,0,11,3,0,10,3,3,9,8,7,8
57,0,2,1,3,3,1,2,4,4,14118,0,12,3,1,32,3,2,1,0,0,0
50,0,2,2,4,1,2,2,4,3,17046,0,15,3,1,28,2,3,27,10,15,7
30,0,1,2,3,2,3,3,1,4,2564,0,14,3,0,12,2,2,11,7,6,7
60,0,3,1,3,3,3,2,3,1,10266,0,19,3,0,22,5,4,18,13,13,11
47,0,2,2,2,2,1,3,2,4,5070,0,13,3,3,20,2,3,5,0,0,4
46,0,2,2,3,1,1,3,4,3,17861,0,13,3,0,26,2,1,3,2,0,1
35,0,2,2,3,1,4,1,1,3,4230,0,15,3,0,6,2,3,5,4,4,3
54,0,2,2,4,1,3,3,2,3,3780,0,11,3,0,19,3,3,1,0,0,0
34,0,2,2,4,1,4,2,1,3,2768,0,12,3,1,14,3,3,7,3,5,7
46,0,2,1,3,3,3,2,3,4,9071,1,19,3,1,15,3,3,3,2,1,2
31,0,2,2,1,1,3,3,3,2,10648,0,25,4,1,13,6,4,13,8,0,8
33,1,2,2,1,2,2,3,3,3,13610,1,12,3,0,15,2,4,7,6,7,7
33,1,2,2,1,2,1,1,1,4,3408,0,13,3,3,8,2,3,4,3,1,3
30,0,2,1,1,3,4,3,1,2,2983,0,14,3,0,4,3,3,3,2,1,2
35,0,2,2,3,1,4,3,3,3,7632,1,12,3,0,10,2,3,8,7,0,0
31,1,3,2,3,1,1,3,3,3,9824,0,12,3,0,12,2,3,1,0,0,0
34,1,3,3,3,5,2,3,3,1,9950,1,15,3,3,11,2,3,3,2,0,2
42,0,3,2,2,6,2,3,1,3,2093,0,17,3,1,8,4,3,2,2,2,0
36,0,1,1,4,2,2,3,3,4,9980,0,14,3,0,10,3,2,10,3,9,7
22,1,3,2,1,4,3,2,1,3,3894,0,16,3,0,4,3,3,2,2,1,2
48,0,2,1,5,3,2,3,2,4,4051,0,14,3,1,14,2,3,9,7,6,7
55,0,2,1,5,1,1,3,4,2,16835,0,23,4,0,37,2,3,10,9,7,7
41,0,1,1,2,1,4,3,2,4,6230,0,14,3,0,16,3,3,14,3,1,10
35,0,2,1,3,3,2,3,2,3,4717,0,11,3,0,15,2,3,11,9,6,9
40,0,2,2,3,1,2,3,4,3,13237,0,15,3,0,22,3,3,20,6,5,13
39,0,3,2,1,1,3,3,1,3,3755,0,11,3,1,8,3,3,8,3,0,7
31,0,2,1,1,1,2,3,2,4,6582,1,13,3,0,10,2,4,6,5,0,5
42,0,2,2,3,2,4,3,3,1,7406,1,21,4,1,10,5,2,10,9,5,8
45,0,2,1,3,6,4,3,2,2,4805,0,19,3,1,9,3,4,8,7,3,7
26,1,3,3,4,1,2,3,1,3,2741,1,11,3,1,8,2,2,7,7,1,0
29,0,2,2,3,4,4,3,2,4,4262,0,12,3,2,8,2,4,3,2,1,2
33,0,2,2,5,2,1,4,4,3,16184,0,19,3,1,10,2,3,6,1,0,5
31,0,2,1,3,1,3,2,3,4,11557,0,21,4,1,10,3,2,5,4,0,1
18,1,3,1,3,3,2,3,1,2,1878,1,14,3,0,0,3,3,0,0,0,0
40,0,1,1,3,6,3,1,3,1,10932,0,15,3,1,20,2,3,1,0,0,1
41,0,1,2,4,6,1,2,2,3,6811,1,17,3,0,10,3,3,8,7,0,7
26,0,2,1,2,2,1,3,2,3,4306,0,12,3,2,8,5,3,0,0,0,0
35,0,2,1,3,2,1,3,2,3,4859,0,16,3,0,5,3,3,5,4,0,3
34,0,2,1,4,1,4,4,2,4,5337,0,12,3,0,10,3,3,10,7,5,7
26,1,2,2,3,4,3,1,1,4,2340,1,18,3,0,1,3,1,1,0,0,0
37,0,2,2,3,4,2,3,3,4,7491,0,17,3,0,12,3,4,6,5,1,2
46,0,3,2,1,2,1,3,3,3,10527,0,11,3,0,28,3,2,2,2,1,2
41,0,2,1,5,1,2,3,4,1,16595,0,16,3,1,22,2,3,18,16,11,8
37,0,1,1,4,2,1,3,3,2,8834,0,13,3,1,9,6,3,9,5,7,7
52,0,2,2,2,4,4,3,2,1,5577,1,12,3,2,18,3,3,10,9,6,9
32,1,1,1,4,6,4,4,2,3,4707,0,12,3,0,6,2,3,4,2,1,2
24,0,3,1,3,2,4,3,1,4,2400,0,13,3,2,3,3,3,2,2,2,1
38,0,2,2,3,2,3,3,2,3,9824,0,19,3,1,18,4,3,1,0,0,0
37,0,2,2,4,1,2,3,2,2,6447,0,12,3,1,8,2,2,6,5,4,3
49,0,2,2,4,1,4,2,5,3,19502,1,17,3,1,31,5,3,31,9,0,9
24,0,2,2,3,2,2,4,1,4,2725,1,11,3,2,6,3,3,6,5,1,4
26,0,2,1,2,3,1,3,2,2,6272,0,20,4,2,6,5,4,5,3,1,4
24,0,2,2,2,6,4,2,1,2,2127,0,21,4,1,1,2,3,1,0,0,0
50,0,3,3,3,2,1,3,5,2,18200,0,11,3,1,32,2,3,32,5,10,7
25,0,2,1,1,2,2,3,1,3,2096,0,11,3,0,7,1,3,7,4,0,6
24,1,3,2,3,1,1,3,1,3,2886,1,16,3,1,6,4,3,6,3,1,2
30,1,3,1,4,1,2,2,1,1,2033,0,18,3,1,1,2,4,1,0,0,0
34,0,2,2,2,1,2,2,1,4,3622,1,13,3,1,6,3,3,6,5,1,3
31,1,2,1,4,2,2,3,2,1,4233,0,17,3,0,9,2,1,3,1,1,2
35,0,2,2,2,6,1,2,2,4,3681,0,14,3,0,9,3,3,3,2,0,2
31,0,2,1,4,2,1,4,2,4,5460,0,22,4,2,13,4,4,7,7,5,7
27,0,2,2,4,2,1,2,1,3,2187,0,12,3,2,6,5,2,5,3,0,3
37,0,2,1,3,3,4,3,2,3,9602,1,11,3,1,17,3,2,3,0,1,0
20,0,2,2,3,1,4,2,1,2,2836,0,13,3,0,1,0,4,1,0,0,0
42,0,2,2,4,1,3,3,2,4,4089,0,13,3,2,10,4,3,10,2,2,2
43,0,2,2,4,6,2,2,4,4,16627,1,14,3,1,21,3,2,1,0,0,0
38,0,2,2,1,1,3,3,1,1,2619,0,17,3,0,8,3,2,0,0,0,0
43,0,3,2,5,2,4,3,2,3,5679,1,13,3,1,10,3,3,8,7,4,7
48,0,2,2,4,1,4,2,4,1,15402,0,11,3,1,21,3,1,3,2,0,2
44,0,2,3,4,1,1,2,2,3,5985,0,11,3,0,10,1,4,2,2,0,2
34,0,2,1,3,4,3,3,1,3,2579,1,18,3,2,8,3,3,8,2,0,6
27,1,2,1,1,3,3,3,1,1,3041,0,11,3,1,5,3,3,4,3,0,2
21,0,2,1,1,4,3,3,1,3,3447,0,11,3,0,3,2,3,3,2,1,2
44,0,2,2,4,6,4,3,5,4,19513,1,12,3,1,26,2,4,2,2,0,1
22,0,2,2,1,2,1,3,1,3,2773,0,20,4,0,3,3,3,2,2,2,2
33,0,2,1,4,3,3,3,2,3,7104,0,12,3,0,6,3,3,5,0,1,2
32,0,2,2,4,1,1,3,2,4,6322,1,12,3,1,6,2,2,6,4,0,5
30,0,3,2,3,2,3,3,1,3,2083,0,20,4,1,1,2,3,1,0,0,0
53,0,2,1,1,2,4,3,2,1,8381,0,20,4,0,18,2,4,14,7,8,10
34,0,2,2,5,1,2,3,1,4,2691,0,12,3,1,10,4,2,10,9,8,8
45,1,3,1,4,1,1,3,2,1,4286,0,14,3,2,5,4,3,1,1,0,0
26,0,2,2,3,1,3,3,1,4,2659,1,13,3,1,3,2,3,3,2,0,2
37,0,2,2,3,6,3,3,3,3,9434,0,15,3,1,10,2,3,10,7,7,8
29,0,2,1,2,2,2,3,2,3,5561,0,14,3,1,6,5,2,6,0,1,2
35,0,2,2,4,1,2,1,2,4,6646,0,13,3,0,17,3,3,17,11,11,8
33,0,3,2,3,1,3,3,2,4,7725,0,23,4,1,15,2,1,13,11,4,7
54,0,2,3,4,2,3,3,3,2,10725,0,15,3,1,16,1,4,9,7,7,1
36,0,2,2,2,2,2,2,2,2,8847,1,11,3,1,13,2,3,3,2,0,2
27,0,2,2,4,2,1,2,1,4,2045,0,13,3,0,5,0,3,4,2,1,1
20,1,2,2,1,2,4,3,1,3,1009,1,11,3,0,1,5,3,1,0,1,1
33,1,3,2,3,1,1,3,1,1,3348,1,11,3,0,10,3,3,10,8,9,7
35,0,1,2,3,1,3,2,1,3,1281,0,18,3,2,1,3,3,1,0,0,0
23,0,2,2,3,2,1,4,1,1,2819,0,16,3,1,5,3,4,3,2,0,2
25,0,2,1,3,1,4,4,2,2,4851,0,22,4,1,4,4,3,3,2,1,2
38,0,2,1,4,3,4,2,2,4,4028,0,20,4,0,8,2,3,7,7,0,5
29,0,3,2,4,1,2,1,1,4,2720,0,18,3,1,10,5,3,10,7,2,8
48,0,2,1,1,3,2,4,2,2,8120,0,12,3,0,12,3,3,2,2,2,2
27,0,3,1,1,2,4,4,2,4,4647,1,20,4,2,6,3,3,6,5,0,4
37,0,2,2,2,1,4,4,1,4,4680,0,17,3,0,4,2,3,1,0,0,0
50,0,2,2,1,2,4,4,1,3,3221,1,11,3,3,20,3,3,20,8,3,8
34,0,2,2,3,2,4,2,3,2,8621,0,14,3,0,9,3,4,8,7,7,7
24,1,2,1,2,1,1,3,2,3,4577,0,14,3,0,4,3,3,2,2,2,0
39,0,2,2,4,4,4,2,2,3,4553,0,11,3,0,20,4,3,20,7,11,10
32,0,2,1,3,3,4,3,2,4,5396,0,12,3,0,10,2,2,10,7,0,8
50,1,3,1,2,4,2,3,2,3,6796,1,14,3,1,18,4,3,4,3,1,3
38,0,2,2,4,1,2,4,2,4,7625,0,13,3,0,10,4,2,9,7,1,8
27,0,2,2,2,1,3,3,3,1,7412,0,11,3,0,9,3,3,9,7,0,7
32,0,2,2,2,1,3,3,3,4,11159,0,15,3,0,10,6,3,7,7,7,7
47,0,2,1,4,3,4,3,2,1,4960,0,12,3,0,20,2,3,7,7,1,7
40,0,3,1,4,1,4,2,3,1,10475,1,21,4,1,20,2,3,18,13,1,12
53,0,2,2,3,1,3,4,4,3,14814,0,19,3,0,32,3,3,5,1,1,3
41,0,2,3,4,5,2,2,5,4,19141,0,15,3,3,23,2,2,21,6,12,6
60,0,2,1,4,3,1,3,2,1,5405,0,14,3,0,10,1,3,2,2,2,2
27,0,3,2,2,1,4,3,3,1,8793,0,21,4,2,9,4,2,9,7,1,7
41,0,2,3,3,5,4,2,5,3,19189,0,12,3,1,22,3,3,22,7,2,10
50,0,2,1,4,3,4,3,1,2,3875,0,15,3,1,4,2,3,2,2,2,2
28,1,2,2,2,1,1,1,1,2,2216,1,13,3,0,10,4,3,7,7,3,7
36,0,1,2,3,1,1,4,3,1,11713,0,14,3,1,10,2,3,8,7,0,5
38,0,2,2,3,1,3,3,3,3,7861,1,14,3,0,10,4,4,1,0,0,0
44,0,1,2,3,2,1,1,1,3,3708,0,14,3,0,9,5,3,5,2,1,4
47,0,3,1,3,2,4,3,4,3,13770,1,12,3,2,28,2,2,22,2,11,13
30,0,2,1,5,3,3,3,2,4,5304,0,23,4,1,10,2,2,8,7,7,7
29,0,2,1,3,1,3,3,1,3,2642,0,11,3,0,1,6,3,1,0,0,0
42,1,3,2,3,2,3,4,1,3,2759,1,12,3,0,7,2,3,2,2,2,2
43,0,3,1,3,1,4,2,2,4,6804,0,18,3,1,7,5,3,2,2,2,2
34,0,2,2,2,2,2,3,2,3,6142,0,11,3,0,10,2,3,5,1,4,3
23,0,2,2,1,2,2,3,1,1,2500,0,14,3,1,5,2,4,4,3,0,2
39,0,2,3,3,5,3,4,2,2,6389,0,15,3,1,12,3,1,8,3,3,6
56,0,2,2,3,2,3,3,4,4,11103,0,11,3,0,30,1,2,10,7,1,1
40,0,2,2,1,2,4,2,1,4,2342,1,20,4,0,5,2,2,4,2,2,3
27,0,2,2,3,2,4,2,2,1,6811,0,19,3,0,9,2,1,7,6,0,7
29,0,2,1,3,3,4,3,1,2,2297,0,14,3,2,2,2,3,2,2,2,2
53,0,2,2,3,1,4,3,2,4,2450,0,17,3,0,19,4,3,2,2,2,2
35,0,1,2,4,1,4,3,2,1,5093,0,11,3,1,16,2,4,1,0,0,0
32,0,3,2,4,1,1,3,2,4,5309,0,15,3,2,10,2,3,10,8,4,7
38,0,2,2,5,2,4,3,1,3,3057,1,13,3,1,6,0,1,1,0,0,1
34,0,2,2,5,1,2,3,2,1,5121,0,14,3,1,7,3,3,0,0,0,0
52,0,2,1,4,3,3,2,4,1,16856,0,11,3,0,34,3,4,34,6,1,16
33,1,2,2,4,6,4,3,1,4,2686,1,13,3,0,10,2,2,10,9,7,8
25,0,2,1,1,2,3,3,2,4,6180,0,23,4,0,6,5,2,6,5,1,4
45,0,2,1,2,4,2,1,2,3,6632,0,13,3,0,9,3,3,8,7,3,1
23,0,2,2,1,2,1,4,1,3,3505,0,18,3,0,2,3,3,2,2,0,2
47,1,3,1,2,1,2,4,2,3,6397,1,12,3,0,8,2,3,5,4,1,3
34,0,2,1,3,6,4,3,2,4,6274,0,22,4,0,6,5,3,6,5,1,4
55,1,2,2,3,2,4,3,5,1,19859,1,13,3,1,24,2,3,5,2,1,4
36,0,1,1,4,1,1,2,3,1,7587,0,15,3,0,10,1,3,10,7,0,9
52,0,1,2,4,2,4,3,1,4,4258,0,18,3,1,5,3,3,4,3,1,2
26,0,3,2,2,1,1,1,1,4,4364,0,14,3,1,5,2,3,2,2,2,0
29,0,2,2,3,2,2,3,2,3,4335,0,12,3,1,11,3,2,8,7,1,1
26,1,2,1,3,4,4,2,2,1,5326,0,17,3,0,6,2,2,4,3,1,2
34,0,2,2,4,1,2,4,1,4,3280,0,16,3,0,10,2,3,4,2,1,3
54,0,2,2,4,2,4,3,2,1,5485,1,11,3,2,9,4,3,5,3,1,4
27,0,3,1,1,3,3,3,2,4,4342,0,19,3,1,5,3,3,4,2,1,1
37,0,2,2,1,1,4,3,1,1,2782,1,13,3,2,6,3,2,5,3,4,3
38,0,3,2,4,1,1,4,2,1,5980,1,12,3,0,17,2,3,15,7,4,12
34,0,2,2,4,2,3,2,1,1,4381,0,11,3,0,6,3,3,6,5,1,3
35,0,2,1,4,1,1,3,1,4,2572,0,16,3,1,3,1,2,3,2,0,2
30,0,2,2,3,1,4,1,1,3,3833,0,21,4,2,7,2,3,2,2,0,2
40,0,3,2,2,2,3,4,2,2,4244,0,24,4,1,8,2,3,8,7,3,7
34,0,2,1,2,1,3,3,2,1,6500,0,17,3,1,6,1,3,3,2,1,2
42,0,3,2,3,1,2,3,5,4,18430,0,13,3,1,24,4,2,24,7,14,9
23,1,2,2,3,1,3,4,1,1,1601,1,21,4,2,1,2,3,0,0,0,0
24,0,1,2,3,1,3,2,1,2,2694,0,11,3,3,1,4,3,1,0,0,0
52,0,2,2,4,1,4,3,2,3,3149,0,20,4,1,9,3,3,5,2,1,4
50,0,2,2,3,2,3,3,4,3,17639,0,16,3,0,30,3,3,4,3,0,3
29,1,2,2,2,1,2,2,1,1,2319,1,11,3,1,1,1,3,1,0,0,0
33,0,2,2,3,2,3,3,3,3,11691,0,11,3,0,14,3,4,13,9,3,7
33,1,2,1,3,3,1,3,2,1,5324,0,15,3,0,6,3,3,3,2,0,2
47,0,2,2,2,6,3,3,4,4,16752,1,11,3,1,26,3,2,26,14,3,0
36,0,2,2,3,6,3,3,2,2,5228,0,15,3,1,10,2,3,9,7,0,5
29,0,2,2,2,1,3,4,1,3,2700,0,24,4,1,10,3,3,10,7,0,7
58,1,2,2,4,1,4,3,5,2,19246,1,12,3,0,40,2,3,31,15,13,8
35,0,2,2,4,1,4,4,1,3,2506,0,13,3,0,7,0,3,2,2,2,2
42,0,2,2,2,1,4,2,2,4,6062,1,13,3,1,8,4,3,4,3,0,2
28,1,2,2,4,2,3,3,1,3,4382,0,17,3,0,5,3,2,2,2,2,1
36,0,2,3,3,5,3,3,1,2,2143,0,13,3,1,8,2,3,5,2,0,4
32,0,2,2,3,1,3,2,2,3,6162,0,12,3,1,14,3,3,14,13,6,8
40,0,3,2,4,2,1,2,2,3,5094,0,14,3,0,10,6,3,1,0,0,0
30,0,2,2,3,2,3,2,2,4,6877,1,24,4,0,12,4,2,0,0,0,0
45,0,2,2,3,1,2,2,1,3,2274,0,14,3,0,1,3,3,1,0,0,0
42,0,2,2,3,1,2,3,2,2,4434,0,13,3,1,10,3,2,9,8,7,8
38,0,3,2,3,1,1,2,2,1,6288,0,15,3,1,13,3,2,4,3,1,2
34,0,3,2,4,1,3,2,1,4,2553,0,16,3,0,6,3,3,5,2,1,3
49,1,2,1,3,3,3,3,3,4,7654,0,18,3,2,9,3,4,9,8,7,7
55,1,2,1,1,2,3,3,2,4,5160,0,16,3,0,12,3,2,9,7,7,3
43,0,2,2,2,1,2,3,4,1,17159,0,24,4,1,22,3,3,4,1,1,0
